project_id,state,district,constituency,work_type,work_description,sanction_amount,estimated_cost,expenditure,start_date,expected_completion,actual_completion_date,physical_progress,financial_progress,implementing_agency,contractor_agency,latitude,longitude,status,terrain,data_source
MPLADS-SYN-0346,Maharashtra,Aurangabad,Aurangabad,Drinking Water,Drinking Water development work in Aurangabad,660000,670000,463775,2026-07-01,2026-12-03,,72,78,Public Works Department,ABC Infrastructure Pvt Ltd,24.155785,73.860418,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0347,Rajasthan,Kota,Kota,Health Facility,Health Facility development work in Kota,1120000,1100000,764290,2026-01-11,2026-06-21,,73,70,Municipal Council,ABC Infrastructure Pvt Ltd,21.768948,87.35787,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0348,Tamil Nadu,Madurai,Madurai,Sports Facility,Sports Facility development work in Madurai,1820000,1840000,1415999,2026-05-16,2026-11-22,,70,81,Rural Development Agency,Sai Construction,23.527063,85.851877,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0349,Madhya Pradesh,Jabalpur,Jabalpur,Drinking Water,Drinking Water development work in Jabalpur,1240000,1220000,1016800,2026-06-07,2026-12-02,,55,82,Public Works Department,Om Civil Works,11.55502,83.95578,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0350,Bihar,Darbhanga,Darbhanga,School Building,School Building development work in Darbhanga,3420000,3430000,2570013,2026-06-04,2026-09-07,,89,81,Zilla Parishad,Shree Buildcon,15.407366,85.221447,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0351,Uttar Pradesh,Kanpur Nagar,Kanpur,Sports Facility,Sports Facility development work in Kanpur Nagar,1820000,1870000,680906,2026-03-03,2026-09-25,,41,38,Public Works Department,National Infra Services,28.062786,76.450531,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0352,Karnataka,Mysuru,Mysuru,Library,Library development work in Mysuru,1430000,1410000,721549,2026-06-11,2026-08-15,,58,52,Public Works Department,Sai Construction,20.620576,85.830613,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0353,Gujarat,Rajkot,Rajkot,Street Lighting,Street Lighting development work in Rajkot,1070000,1090000,674247,2026-06-09,2026-12-08,,68,64,Municipal Council,Shree Buildcon,12.492304,81.660661,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0354,Gujarat,Surat,Surat,School Building,School Building development work in Surat,4060000,4170000,1583400,2026-03-10,2026-09-26,,17,39,Rural Development Agency,Sai Construction,26.345901,75.898046,Delayed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0355,Karnataka,Dharwad,Dharwad,Drinking Water,Drinking Water development work in Dharwad,1430000,1460000,429000,2026-02-23,2026-06-26,,28,30,District Health Office,Shree Buildcon,20.42322,72.697513,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0356,Rajasthan,Udaipur,Udaipur,Community Hall,Community Hall development work in Udaipur,3170000,3100000,2599400,2026-03-21,2026-08-05,,36,82,Municipal Council,Sai Construction,10.917464,86.858309,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0357,Karnataka,Hubballi,Hubballi,Community Hall,Community Hall development work in Hubballi,880000,850000,331000,2026-03-24,2026-10-13,,36,40,Zilla Parishad,Maharashtra Works Agency,8.506012,75.608448,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0358,Maharashtra,Ahmednagar,Ahmednagar,Drinking Water,Drinking Water development work in Ahmednagar,1380000,1370000,462576,2026-07-05,2026-12-21,,39,34,Public Works Department,Om Civil Works,13.230532,87.115176,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0359,Uttar Pradesh,Lucknow,Lucknow,Solar Lighting,Solar Lighting development work in Lucknow,1030000,1010000,896100,2026-05-04,2026-08-09,,49,87,Municipal Council,Om Civil Works,25.312008,75.612717,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0360,Rajasthan,Udaipur,Udaipur,Health Facility,Health Facility development work in Udaipur,1970000,2000000,540767,2026-03-11,2026-06-19,,40,30,Municipal Corporation,Om Civil Works,20.165644,86.077777,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0361,Rajasthan,Jodhpur,Jodhpur,Health Facility,Health Facility development work in Jodhpur,3230000,3310000,2573319,2026-05-20,2026-11-30,,89,87,Education Department,ABC Infrastructure Pvt Ltd,20.561108,74.287164,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0362,Madhya Pradesh,Indore,Indore,School Building,School Building development work in Indore,2480000,2440000,2368925,2026-06-19,2026-10-18,2026-11-24,95,100,Rural Development Agency,National Infra Services,16.924364,74.023205,Completed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0363,Tamil Nadu,Salem,Salem,Drainage,Drainage development work in Salem,2330000,2320000,667406,2026-03-01,2026-06-11,,37,31,Rural Development Agency,Maharashtra Works Agency,9.910935,86.446096,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0364,Maharashtra,Palghar,Palghar,Solar Lighting,Solar Lighting development work in Palghar,1630000,1650000,994300,2026-08-02,2026-12-12,,35,61,Zilla Parishad,Maharashtra Works Agency,16.350394,82.346205,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0365,Rajasthan,Ajmer,Ajmer,Sports Facility,Sports Facility development work in Ajmer,1050000,1030000,528941,2026-04-13,2026-11-02,,62,54,Municipal Corporation,National Infra Services,11.633353,82.825692,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0366,Bihar,Darbhanga,Darbhanga,School Building,School Building development work in Darbhanga,3490000,3460000,3156545,2026-05-03,2026-10-01,2026-11-09,95,93,Zilla Parishad,District Works Cooperative,15.241423,78.400031,Completed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0367,Maharashtra,Nashik,Nashik,Library,Library development work in Nashik,760000,780000,407381,2026-06-01,2027-01-17,,55,59,District Health Office,Maharashtra Works Agency,14.943875,84.370589,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0368,Madhya Pradesh,Jabalpur,Jabalpur,Drainage,Drainage development work in Jabalpur,1490000,1450000,610900,2026-06-03,2026-12-07,,40,41,District Health Office,Maharashtra Works Agency,14.146313,72.375082,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0369,Madhya Pradesh,Bhopal,Bhopal,School Building,School Building development work in Bhopal,3890000,4010000,3849164,2026-08-02,2027-01-29,2027-02-13,95,100,Municipal Corporation,District Works Cooperative,16.322768,73.7637,Completed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0370,Gujarat,Rajkot,Rajkot,Street Lighting,Street Lighting development work in Rajkot,1430000,1470000,1095491,2026-02-13,2026-09-12,,76,84,District Health Office,Shree Buildcon,13.185192,74.115152,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0371,Tamil Nadu,Madurai,Madurai,Health Facility,Health Facility development work in Madurai,2760000,2730000,2720839,2026-05-15,2026-12-30,,90,100,Education Department,Shree Buildcon,21.018557,75.411894,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0372,Gujarat,Kutch,Kutch,Library,Library development work in Kutch,1180000,1190000,544013,2026-04-15,2026-08-04,,45,50,Education Department,National Infra Services,13.650119,79.867781,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0373,Rajasthan,Ajmer,Ajmer,Solar Lighting,Solar Lighting development work in Ajmer,1750000,1720000,927500,2026-03-21,2026-09-24,,40,53,Zilla Parishad,Om Civil Works,11.056474,72.322906,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0374,Madhya Pradesh,Indore,Indore,Health Facility,Health Facility development work in Indore,1000000,1020000,414831,2026-07-18,2026-10-04,,49,45,District Health Office,ABC Infrastructure Pvt Ltd,28.290379,81.051373,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0375,Karnataka,Bengaluru Urban,Bengaluru,Health Facility,Health Facility development work in Bengaluru Urban,4320000,4360000,1339200,2026-06-25,2026-12-17,,56,31,District Health Office,Om Civil Works,11.368034,84.191862,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0376,Madhya Pradesh,Ujjain,Ujjain,School Building,School Building development work in Ujjain,1450000,1430000,1211301,2026-04-03,2026-07-11,,80,86,Zilla Parishad,Sai Construction,16.909678,83.544844,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0377,Madhya Pradesh,Bhopal,Bhopal,Sports Facility,Sports Facility development work in Bhopal,760000,760000,524666,2026-04-05,2026-08-04,,69,76,Public Works Department,ABC Infrastructure Pvt Ltd,25.595215,80.970563,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0378,Maharashtra,Nashik,Nashik,Road,Road development work in Nashik,700000,710000,413000,2026-02-03,2026-09-27,,39,59,Rural Development Agency,Shree Buildcon,27.538317,73.6213,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0379,Maharashtra,Nashik,Nashik,Solar Lighting,Solar Lighting development work in Nashik,360000,370000,209923,2026-05-08,2026-10-11,,68,62,District Health Office,Maharashtra Works Agency,15.000527,77.964201,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0380,Maharashtra,Solapur,Solapur,Sports Facility,Sports Facility development work in Solapur,750000,770000,555094,2026-01-09,2026-03-22,,70,76,Education Department,ABC Infrastructure Pvt Ltd,16.02937,85.775821,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0381,Rajasthan,Udaipur,Udaipur,Community Hall,Community Hall development work in Udaipur,2720000,2680000,1568994,2026-07-07,2026-10-01,,59,58,Education Department,Maharashtra Works Agency,13.162924,79.622427,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0382,Madhya Pradesh,Jabalpur,Jabalpur,Drainage,Drainage development work in Jabalpur,2310000,2250000,789641,2026-08-20,2027-04-15,,38,37,District Health Office,ABC Infrastructure Pvt Ltd,22.109275,72.619426,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0383,Rajasthan,Udaipur,Udaipur,Drinking Water,Drinking Water development work in Udaipur,640000,640000,574748,2026-06-08,2026-08-17,,83,92,Education Department,Sai Construction,8.712528,73.26787,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0384,Maharashtra,Aurangabad,Aurangabad,Health Facility,Health Facility development work in Aurangabad,2500000,2500000,1064813,2026-08-09,2026-12-19,,35,44,Public Works Department,District Works Cooperative,10.453869,83.958831,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0385,Rajasthan,Udaipur,Udaipur,Street Lighting,Street Lighting development work in Udaipur,1040000,1050000,744357,2026-02-03,2026-06-08,,69,72,District Health Office,ABC Infrastructure Pvt Ltd,23.293321,84.056999,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0386,Rajasthan,Kota,Kota,Health Facility,Health Facility development work in Kota,2900000,2830000,928000,2026-02-25,2026-05-02,,33,32,Municipal Council,Sai Construction,22.040616,73.19921,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0387,Maharashtra,Aurangabad,Aurangabad,Drinking Water,Drinking Water development work in Aurangabad,1940000,1950000,799673,2026-02-02,2026-04-29,,38,44,Municipal Corporation,National Infra Services,17.256445,83.450458,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0388,Rajasthan,Jodhpur,Jodhpur,Drainage,Drainage development work in Jodhpur,1800000,1840000,688591,2026-01-25,2026-08-01,,46,42,Public Works Department,Maharashtra Works Agency,20.685064,88.085087,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0389,Maharashtra,Jalgaon,Jalgaon,Health Facility,Health Facility development work in Jalgaon,4090000,4190000,3558300,2026-03-23,2026-10-13,,24,87,Rural Development Agency,Om Civil Works,14.997464,81.062661,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0390,Maharashtra,Ahmednagar,Ahmednagar,Library,Library development work in Ahmednagar,840000,870000,520800,2026-07-20,2026-12-27,,44,62,Zilla Parishad,Sai Construction,28.468092,73.926935,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0391,Maharashtra,Jalgaon,Jalgaon,Drinking Water,Drinking Water development work in Jalgaon,1900000,1930000,1053328,2026-01-16,2026-07-07,,63,57,Public Works Department,Sai Construction,13.77077,74.678153,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0392,Gujarat,Surat,Surat,Drainage,Drainage development work in Surat,1330000,1310000,553486,2026-03-07,2026-08-02,,48,43,Zilla Parishad,Sai Construction,17.577452,87.298252,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0393,Maharashtra,Pune,Pune,Health Facility,Health Facility development work in Pune,2180000,2210000,755754,2026-01-08,2026-07-02,,41,35,District Health Office,Shree Buildcon,13.127582,73.676655,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0394,Rajasthan,Ajmer,Ajmer,Drinking Water,Drinking Water development work in Ajmer,600000,590000,210000,2026-03-18,2026-11-07,,6,35,Rural Development Agency,Maharashtra Works Agency,8.597718,75.776987,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0395,Gujarat,Vadodara,Vadodara,Health Facility,Health Facility development work in Vadodara,3630000,3710000,2266273,2026-02-17,2026-10-01,,60,64,Municipal Council,District Works Cooperative,9.491442,81.415201,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0396,Karnataka,Hubballi,Hubballi,Street Lighting,Street Lighting development work in Hubballi,520000,530000,362354,2026-06-24,2027-01-26,,63,73,Public Works Department,Om Civil Works,20.905079,82.679967,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0397,Madhya Pradesh,Indore,Indore,Drainage,Drainage development work in Indore,1730000,1720000,1189281,2026-08-24,2026-11-01,,76,71,District Health Office,District Works Cooperative,18.908884,83.245785,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0398,Madhya Pradesh,Jabalpur,Jabalpur,Solar Lighting,Solar Lighting development work in Jabalpur,980000,1000000,460600,2026-04-21,2026-07-24,,19,47,Public Works Department,National Infra Services,23.156891,85.971261,Delayed,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0399,Karnataka,Dharwad,Dharwad,Sports Facility,Sports Facility development work in Dharwad,1100000,1130000,677471,2026-06-25,2026-12-26,,54,64,District Health Office,District Works Cooperative,13.889747,76.318166,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0400,Uttar Pradesh,Prayagraj,Prayagraj,Sports Facility,Sports Facility development work in Prayagraj,530000,540000,445200,2026-07-15,2026-12-03,,21,84,Zilla Parishad,ABC Infrastructure Pvt Ltd,27.675904,76.384948,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0401,Karnataka,Hubballi,Hubballi,Drainage,Drainage development work in Hubballi,2280000,2270000,760658,2026-06-11,2027-01-14,,42,34,Municipal Council,Maharashtra Works Agency,18.291639,77.024938,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0402,Uttar Pradesh,Agra,Agra,Community Hall,Community Hall development work in Agra,1290000,1310000,629767,2026-05-17,2026-11-27,,44,49,Rural Development Agency,Om Civil Works,15.909426,82.229377,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0403,Gujarat,Surat,Surat,Drinking Water,Drinking Water development work in Surat,450000,460000,162000,2026-03-21,2026-05-21,,10,36,Municipal Corporation,National Infra Services,20.793391,72.973244,Delayed,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0404,Madhya Pradesh,Ujjain,Ujjain,Community Hall,Community Hall development work in Ujjain,3820000,3720000,2177400,2026-06-05,2027-01-09,,29,57,Public Works Department,ABC Infrastructure Pvt Ltd,24.741694,86.105506,Delayed,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0405,Madhya Pradesh,Indore,Indore,Community Hall,Community Hall development work in Indore,2480000,2460000,1783591,2026-04-19,2026-11-03,,66,76,Municipal Corporation,Shree Buildcon,19.396855,77.083013,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0406,Tamil Nadu,Coimbatore,Coimbatore,Solar Lighting,Solar Lighting development work in Coimbatore,1710000,1670000,998216,2026-04-05,2026-07-12,,58,60,Education Department,ABC Infrastructure Pvt Ltd,21.842023,88.039406,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0407,Tamil Nadu,Chennai,Chennai,Library,Library development work in Chennai,470000,470000,421558,2026-03-07,2026-09-29,,84,92,Zilla Parishad,District Works Cooperative,8.468232,74.462054,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0408,Madhya Pradesh,Bhopal,Bhopal,Library,Library development work in Bhopal,1340000,1340000,648377,2026-03-02,2026-05-30,,60,53,Education Department,Om Civil Works,23.293432,73.472404,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0409,Karnataka,Mysuru,Mysuru,School Building,School Building development work in Mysuru,1440000,1460000,511292,2026-07-21,2027-01-31,,43,37,Municipal Corporation,Shree Buildcon,25.626799,81.511088,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0410,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Drainage,Drainage development work in Tiruchirappalli,1770000,1780000,1327500,2026-05-25,2026-08-26,,24,75,Education Department,Shree Buildcon,8.554364,87.534959,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0411,Maharashtra,Solapur,Solapur,Drainage,Drainage development work in Solapur,1470000,1430000,1171027,2026-08-12,2027-01-27,,84,85,Municipal Corporation,District Works Cooperative,20.769581,78.119652,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0412,Tamil Nadu,Salem,Salem,School Building,School Building development work in Salem,1760000,1750000,605523,2026-02-11,2026-10-09,,41,38,Rural Development Agency,ABC Infrastructure Pvt Ltd,9.730917,80.387991,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0413,Karnataka,Dharwad,Dharwad,Road,Road development work in Dharwad,1000000,1020000,902899,2026-01-11,2026-05-01,,87,91,Education Department,National Infra Services,25.879446,75.306033,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0414,Bihar,Bhagalpur,Bhagalpur,School Building,School Building development work in Bhagalpur,2230000,2290000,2088400,2026-05-19,2026-09-16,,83,95,Education Department,Om Civil Works,27.30027,73.121088,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0415,Uttar Pradesh,Agra,Agra,Sports Facility,Sports Facility development work in Agra,2180000,2210000,1391120,2026-07-13,2026-10-06,,71,69,Municipal Council,Shree Buildcon,17.941586,87.717015,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0416,Gujarat,Surat,Surat,Drainage,Drainage development work in Surat,2180000,2150000,1802991,2026-08-05,2026-11-01,,75,83,Rural Development Agency,ABC Infrastructure Pvt Ltd,27.731644,84.060786,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0417,Gujarat,Vadodara,Vadodara,Solar Lighting,Solar Lighting development work in Vadodara,1250000,1280000,955968,2026-02-06,2026-08-15,,77,80,District Health Office,Sai Construction,24.751414,76.461866,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0418,Rajasthan,Kota,Kota,Health Facility,Health Facility development work in Kota,2550000,2610000,1880249,2026-08-19,2027-04-04,,73,76,District Health Office,National Infra Services,16.162243,76.832023,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0419,Karnataka,Hubballi,Hubballi,Health Facility,Health Facility development work in Hubballi,3560000,3520000,2992609,2026-04-20,2026-06-29,,83,89,Municipal Council,Sai Construction,28.192755,78.520611,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0420,Maharashtra,Dhule,Dhule,Drainage,Drainage development work in Dhule,1820000,1820000,728000,2026-07-11,2027-03-07,,36,40,Municipal Council,ABC Infrastructure Pvt Ltd,15.386482,87.776446,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0421,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Community Hall,Community Hall development work in Tiruchirappalli,2830000,2810000,2030636,2026-05-18,2026-11-02,,72,74,District Health Office,Om Civil Works,19.037277,85.278645,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0422,Rajasthan,Ajmer,Ajmer,Sports Facility,Sports Facility development work in Ajmer,2260000,2220000,1569553,2026-07-07,2026-12-21,,67,75,Municipal Council,Maharashtra Works Agency,16.421187,83.704384,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0423,Bihar,Muzaffarpur,Muzaffarpur,Sports Facility,Sports Facility development work in Muzaffarpur,370000,370000,145884,2026-05-25,2026-10-13,,43,40,Municipal Council,Shree Buildcon,24.01582,85.286866,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0424,Bihar,Muzaffarpur,Muzaffarpur,Health Facility,Health Facility development work in Muzaffarpur,1500000,1480000,942267,2026-02-13,2026-04-21,,58,64,Zilla Parishad,ABC Infrastructure Pvt Ltd,11.625989,83.700826,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0425,Uttar Pradesh,Lucknow,Lucknow,Community Hall,Community Hall development work in Lucknow,1390000,1360000,849116,2026-01-07,2026-07-21,,62,63,Municipal Council,Maharashtra Works Agency,23.076023,86.594216,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0426,Madhya Pradesh,Ujjain,Ujjain,Street Lighting,Street Lighting development work in Ujjain,1470000,1450000,1245937,2026-02-15,2026-08-06,,76,87,Rural Development Agency,District Works Cooperative,23.665224,76.007787,Ongoing,Rural,SYNTHETIC_PROTOTYPE
